Artifact #,site,period,additional looks,class,is_valid,indicative,additional,material,height[cm],width[cm],diameter[cm],length[cm],object name,,orig site,orig period
7261,Moa,Roman,0,134,1,yes,,Wool,none,9,none,,Fragment;Textile;,,Moa,Roman
7262,Mesad Boqeq,Byzantine,1,181,1,yes,,Wool,none,1,none,,Tab;Textile;,,Mesad Boqeq,Byzantine
7263,Mesad Boqeq,Byzantine,0,181,1,yes,,Wool,none,6.5,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7264,Mesad Boqeq,Byzantine,0,181,1,yes,,Linen,none,9.5,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7265,Mesad Boqeq,Byzantine,0,181,1,yes,,Linen,none,7,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7266,Mesad Boqeq,Byzantine,0,181,1,yes,,Wool,none,7,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7267,Mesad Boqeq,Byzantine,0,181,1,yes,,Wool,none,5.5,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7268,Mesad Boqeq,Byzantine,0,181,1,yes,,Wool,none,8,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7269,Mesad Boqeq,Byzantine,0,181,1,yes,,Wool,none,12,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7270,Mesad Boqeq,Byzantine,0,181,1,yes,,Wool,none,8,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7271,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Horevot Mazada,Roman
7272,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,17,none,,Fragment;Textile;,,Horevot Mazada,Roman
7273,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,7,none,,Fragment;Textile;,,Horevot Mazada,Roman
7274,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,23,none,,Fragment;Textile;,,Horevot Mazada,Roman
7275,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,17.5,none,,Fragment;Textile;,,Horevot Mazada,Roman
7276,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,22,none,,Fragment;Textile;,,Horevot Mazada,Roman
7277,Horevot Mazada,Roman,0,13,1,yes,,Goat Hair,none,9,none,,Fragment;Textile;,,Horevot Mazada,Roman
7278,Horevot Mazada,Roman,0,13,1,yes,,Goat Hair,none,3,none,,Fragment;Textile;,,Horevot Mazada,Roman
7279,Horevot Mazada,Roman,0,13,1,yes,,Goat Hair,none,8,none,,Fragment;Textile;,,Horevot Mazada,Roman
7280,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,12.5,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7281,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,18.5,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7282,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,23,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7283,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,15.5,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7284,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,10,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7285,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,17,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7286,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,9.5,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7287,Timna`,Late Bronze,0,441,1,yes,,Linen,none,2,none,,Fragments;Textile;,,Timna`,Late Bronze
7288,Timna`,Late Bronze,0,441,1,yes,,Linen,none,2,none,,Textile;,,Timna`,Late Bronze
7289,נחל עומר,Early Islamic,0,96,1,yes,,Wool,none,9,none,,Textile;,,נחל עומר,Early Islamic
7290,נחל עומר,Early Islamic,0,96,1,yes,,Linen,none,6.5,none,,Textile;,,נחל עומר,Early Islamic
7291,נחל עומר,Early Islamic,1,96,1,yes,,Wool,none,6.5,none,,Textile;,,נחל עומר,Early Islamic
7292,Qumran Caves,Roman,0,331,1,yes,,Linen,none,15,none,,Fragment;Textile;,,Qumran Caves,Roman
7293,נחל עומר,Early Islamic,0,96,1,yes,,"Silk,Cotton",none,5,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7294,נחל עומר,Early Islamic,1,96,1,yes,,Cotton,none,3.5,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7295,נחל עומר,Early Islamic,1,96,1,yes,,Cotton,none,1,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7296,נחל עומר,Early Islamic,1,96,1,yes,,Linen,none,14,none,,Textile;,,נחל עומר,Early Islamic
7297,נחל עומר,Early Islamic,1,96,1,yes,,Cotton,none,8,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7298,נחל עומר,Early Islamic,0,96,1,yes,,Cotton,none,9,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7299,נחל עומר,Early Islamic,0,96,1,yes,,Goat Hair,none,4,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7300,נחל עומר,Early Islamic,1,96,1,yes,,Linen,none,6,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7301,נחל עומר,Early Islamic,0,96,1,yes,,"Wool,Linen",none,7,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7302,נחל עומר,Early Islamic,0,96,1,yes,,Silk,none,2,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7303,נחל עומר,Early Islamic,0,96,1,yes,,Wool,none,2.5,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7304,נחל עומר,Early Islamic,1,96,1,yes,,Wool,none,17,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7305,נחל עומר,Early Islamic,0,96,1,yes,,Wool,none,5,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7306,נחל עומר,Early Islamic,0,96,1,yes,,Wool,none,2,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7307,Mesad Boqeq,Byzantine,1,181,1,yes,,"Wool,Linen",none,16,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7308,Mesad Boqeq,Byzantine,1,181,1,yes,,"Wool,Linen",none,11,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7309,Mesad Boqeq,Byzantine,0,181,1,yes,,"Cotton,Linen",none,7,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7310,Mesad Boqeq,Byzantine,0,181,1,yes,,Wool,none,13,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7311,Mesad Boqeq,Byzantine,0,181,1,yes,,"Wool,Linen",none,7,none,,Fragment;Textile;,,Mesad Boqeq,Byzantine
7312,Timna`,Late Bronze,0,441,1,yes,,Wool,none,2,none,,Fragments;Textile;,,Timna`,Late Bronze
7313,'En Tamar,Roman,1,123,1,yes,,Linen,none,16,none,,Fragment;Textile;,,'En Tamar,Roman
7314,'En Tamar,Roman,1,123,1,yes,,Linen,none,12,none,,Fragment;Textile;,,'En Tamar,Roman
7315,'En Tamar,Roman,1,123,1,yes,,"Wool,Linen",none,6,none,,Fragment;Textile;,,'En Tamar,Roman
7316,'En Tamar,Roman,1,123,1,yes,,Linen,none,1.5,none,,Fragment;Textile;,,'En Tamar,Roman
7317,Tel Aviv- Ramat Aviv,Ottoman,0,853,1,yes,,Linen,none,0.5,none,,Textile;,,Tel Aviv- Ramat Aviv,Ottoman
7318,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7319,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7320,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7321,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7322,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7323,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7324,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7325,Nahal Hever,Roman,0,127,1,yes,,Wool,none,3.2,none,,Fragment;Textile;,,Nahal Hever,Roman
7326,Nahal Hever,Roman,0,127,1,yes,,Wool,none,4,none,,Fragments;Textile;,,Nahal Hever,Roman
7327,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,6,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7328,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Linen,none,7.5,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Roman
7329,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Linen,none,1,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Roman
7330,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,none,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7331,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,0.9,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7332,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,6.4,none,,Fragments;Textile;,,Nahal Mishmar,Late Chalcolithic
7333,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,1,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7334,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,9,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7335,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Linen,none,2.5,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7336,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,11,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7337,נחל עומר,Early Islamic,0,96,1,yes,,Cotton,none,1.5,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7338,נחל עומר,Early Islamic,0,96,1,yes,,Cotton,none,6,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7339,נחל עומר,Early Islamic,0,96,1,yes,,Cotton,none,6,none,,Fragment;Textile;,,נחל עומר,Early Islamic
7340,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragments;Textile;,,Wadi Murabba`at- Cave 1,Roman
7341,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7342,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7343,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7344,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragments;Textile;,,Wadi Murabba`at- Cave 1,Roman
7345,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragments;Textile;,,Wadi Murabba`at- Cave 1,Roman
7346,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragments;Textile;,,Wadi Murabba`at- Cave 1,Roman
7347,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragments;Textile;,,Wadi Murabba`at- Cave 1,Roman
7348,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragments;Textile;,,Wadi Murabba`at- Cave 1,Roman
7349,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7350,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7351,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragments;Textile;,,Wadi Murabba`at- Cave 1,Roman
7352,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7353,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7354,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7355,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7356,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7357,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7358,Nahal Hever,Roman,0,127,1,yes,,Wool,none,34,none,,Fragment;Textile;,,Nahal Hever,Roman
7359,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,none,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7360,`En Gedi,Early Roman,2,111,1,yes,,Linen,none,12,none,,Fragments;Textile;,,`En Gedi,Early Roman (period)
7361,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Wool,none,1,none,,Fragments;Textile;,,Nahal Mishmar,Roman
7362,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,7,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Late Chalcolithic
7363,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Linen,none,10,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Roman
7364,Nahal Mishmar- Cave of the Treasure,Roman,1,193,1,yes,,Linen,none,18,none,,Textile;,,Nahal Mishmar- Me`arat ha-Matmon,Roman
7365,Nahal Hever,Roman,0,127,1,yes,,Wool,none,58,none,,Fragment;Textile;,,Nahal Hever,Roman
7366,Wadi Murabba`at- Cave 1,Late Chalcolithic,2,308,1,yes,,Linen,none,none,none,,Fragments;Textile;,,Wadi Murabba`at- Cave 1,Late Chalcolithic
7367,Nahal 'Omer,Early Islamic,0,203,1,yes,,Cotton,none,2,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7368,Nahal Hever,Roman,0,127,1,yes,,Wool,none,29.5,none,,Fragments;Textile;,,Nahal Hever,Roman
7369,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Wool,none,13.5,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7370,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,3,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7371,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7372,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7373,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7374,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7375,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7376,Nahal 'Omer,Early Islamic,0,203,1,yes,,Cotton,none,9,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7377,Nahal 'Omer,Early Islamic,0,203,1,yes,,Cotton,none,6.5,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7378,Nahal 'Omer,Early Islamic,0,203,1,yes,,Linen,none,10,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7379,Nahal 'Omer,Early Islamic,0,203,1,yes,,"Wool,Cotton",none,2.5,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7380,Nahal 'Omer,Early Islamic,0,203,1,yes,,Linen,none,5,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7381,Christmas Cave- Nahal Qidron,Late Chalcolithic,0,313,1,yes,,Linen,none,7,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Late Chalcolithic
7382,Christmas Cave- Nahal Qidron,Late Chalcolithic,0,313,1,yes,,Linen,none,5,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Late Chalcolithic
7383,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Linen,none,1.5,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7384,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7385,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7386,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7387,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7388,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7389,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragments;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7390,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7391,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;Stripes,,Wadi Murabba`at- Cave 1,Roman
7392,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7393,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7394,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7395,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7396,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7397,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7398,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7399,Wadi Murabba,Roman,0,48,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Wadi Murabba`at- Cave 1,Roman
7400,Horevot Mazada,Roman,0,13,1,yes,,Goat Hair,none,15,none,,Fragment;Textile;,,Horevot Mazada,Roman
7401,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,6.5,none,,Fragment;Textile;,,Horevot Mazada,Roman
7402,Horevot Mazada,Early Roman,1,17,1,yes,,Wool,none,7,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7403,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,4,none,,Textile;,,Horevot Mazada,Early Roman (period)
7404,Qumran Caves,Early Roman,1,79,1,yes,,Linen,none,21,none,,Fragment;Textile;Painted,,Qumran- Cave 4Q,Early Roman (period)
7405,`En Gedi,Early Roman,1,111,1,yes,,Linen,none,9,none,,Textile;,,`En Gedi,Early Roman (period)
7406,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,12,none,,Fragments;Textile;,,Horevot Mazada,Roman
7407,Christmas Cave- Nahal Qidron,Roman,0,189,1,yes,,Linen,none,9.5,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Roman
7408,Christmas Cave- Nahal Qidron,Roman,0,189,1,yes,,Goat Hair,none,16,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Roman
7409,Christmas Cave- Nahal Qidron,Roman,2,189,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Roman
7410,Christmas Cave- Nahal Qidron,Roman,1,189,1,yes,,Wool,none,26,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Roman
7411,Nahal 'Omer,Early Islamic,0,203,1,yes,,Cotton,none,6.3,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7412,Nahal 'Omer,Early Islamic,0,203,1,yes,,Cotton,none,11,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7413,Nahal 'Omer,Early Islamic,1,203,1,yes,,"Wool,Cotton",none,19,none,,Fragment;Textile;,,Nahal 'Omer,Early Islamic
7414,Nahal 'Omer,Early Islamic,0,203,1,yes,,Wool,none,18,none,,Textile;,,Nahal 'Omer,Early Islamic
7415,Mezad Rahel,Early Roman,0,194,1,yes,,Wool,none,1.5,none,,Fragment;Textile;,,Mezad Rahel,Early Roman (period)
7416,Mezad Rahel,Early Roman,0,194,1,yes,,Wool,none,6.5,none,,Fragment;Textile;,,Mezad Rahel,Early Roman (period)
7417,Horevot Mazada,Roman,2,13,1,yes,,Wool,none,29,none,,Fragment;Textile;,,Horevot Mazada,Roman
7418,Horevot Mazada,Roman,0,13,1,yes,,Wool,none,8,none,,Fragment;Textile;,,Horevot Mazada,Roman
7419,Moa,Late Roman,0,201,1,yes,,Wool,none,7.5,none,,Fragment;Textile;,,Moa,Late Roman
7420,Moa,Late Roman,0,201,1,yes,,Wool,none,4.5,none,,Fragment;Textile;,,Moa,Late Roman
7421,Moa,Late Roman,0,201,1,yes,,Wool,none,none,none,,Fragment;Textile;,,Moa,Late Roman
7422,Horevot Mazada,Early Roman,0,17,1,yes,,Wool,none,39,none,,Fragment;Textile;,,Horevot Mazada,Early Roman (period)
7423,Moa,Late Roman,0,201,1,yes,,Wool,none,4.5,none,,Fragment;Textile;,,Moa,Late Roman
7424,Moa,Late Roman,0,201,1,yes,,"Wool,Linen",none,4.5,none,,Fragment;Textile;,,Moa,Late Roman
7425,Mezad Rahel,Early Roman,0,194,1,yes,,Wool,none,8,none,,Fragment;Textile;,,Mezad Rahel,Early Roman (period)
7426,Mezad Rahel,Early Roman,0,194,1,yes,,"Wool,Hair",none,9,none,,Fragment;Textile;,,Mezad Rahel,Early Roman (period)
7427,Moa,Late Roman,0,201,1,yes,,Linen,none,8,none,,Fragment;Textile;,,Moa,Late Roman
7428,Moa,Late Roman,0,201,1,yes,,Wool,none,6,none,,Fragment;Textile;,,Moa,Late Roman
7429,נחל ישי,Late Chalcolithic,0,1034,1,yes,,Linen,none,10.5,none,,Fragment;Textile;,,נחל ישי,Late Chalcolithic
7430,נחל ישי,Late Chalcolithic,0,1034,1,yes,,Linen,none,6,none,,Fragment;Textile;,,נחל ישי,Late Chalcolithic
7431,Christmas Cave- Nahal Qidron,Roman,0,189,1,yes,,Linen,none,12.5,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Roman
7432,Christmas Cave- Nahal Qidron,Roman,0,189,1,yes,,Linen,none,3,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Roman
7433,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,Linen,none,4,none,,Fragment;Textile;,,Nahal Ze`elim,Late Chalcolithic
7434,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,Linen,none,1,none,,Fragment;Textile;,,Nahal Ze`elim,Late Chalcolithic
7435,Nahal David- Me`arat ha-Berekha,Late Chalcolithic,0,996,1,yes,,Linen,none,1.8,none,,Fragment;Textile;,,Nahal David- Me`arat ha-Berekha,Late Chalcolithic
7436,Nahal `Arugot,Late Chalcolithic,0,1145,1,yes,,Linen,none,2.5,none,,Fragment;Textile;,,Nahal `Arugot,Late Chalcolithic
7437,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,Linen,none,1.2,none,,Fragment;Textile;,,Nahal Ze`elim,Late Chalcolithic
7438,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,Linen,none,4.5,none,,Fragment;Textile;,,Nahal Ze`elim,Late Chalcolithic
7439,Christmas Cave- Nahal Qidron,Late Chalcolithic,0,313,1,yes,,Linen,none,3,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Late Chalcolithic
7440,Christmas Cave- Nahal Qidron,Late Chalcolithic,0,313,1,yes,,Linen,none,13,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Late Chalcolithic
7441,Christmas Cave- Nahal Qidron,Late Chalcolithic,1,313,1,yes,,Linen,none,none,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Late Chalcolithic
7442,Christmas Cave- Nahal Qidron,Late Chalcolithic,0,313,1,yes,,Linen,none,none,none,,Fragment;Textile;,,Christmas Cave- Nahal Qidron,Late Chalcolithic
7443,Nahal Ze`elim,Late Chalcolithic,0,216,1,yes,,Linen,none,5,none,,Fragment;Textile;,,Nahal Ze`elim,Late Chalcolithic
7444,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,7,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7445,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,1.5,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7446,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,2,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7447,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,2,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7448,Nahal Mishmar- Cave of the Treasure,Late Chalcolithic,0,3,1,yes,,Linen,none,9,none,,Fragment;Textile;,,Nahal Mishmar,Late Chalcolithic
7449,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Linen,none,4,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7450,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Linen,none,1,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7451,Nahal Mishmar- Cave of the Treasure,Roman,0,193,1,yes,,Wool,none,4.5,none,,Fragment;Textile;,,Nahal Mishmar,Roman
7452,`En Gedi,Byzantine,1,45,1,yes,,Linen,none,15,none,,Fragment;Textile;,,`En Gedi,Byzantine
7453,'En Tamar,Roman,0,123,1,yes,,"Wool,Linen",none,7,none,,Fragment;Textile;,,'En Tamar,Roman
7454,'En Tamar,Roman,1,123,1,yes,,Linen,none,6.5,none,,Fragment;Textile;,,'En Tamar,Roman
7455,'En Tamar,Roman,1,123,1,yes,,Linen,none,none,none,,Fragment;Textile;,,'En Tamar,Roman
7456,'En Tamar,Roman,1,123,1,yes,,Linen,none,none,none,,Fragment;Textile;,,'En Tamar,Roman
7457,`En Gedi,Byzantine,0,45,1,yes,,Linen,none,3.5,none,,Fragment;Textile;,,`En Gedi,Byzantine
7458,`En Gedi,Byzantine,0,45,1,yes,,Linen,none,2.5,none,,Fragment;Textile;,,`En Gedi,Byzantine
7459,`En Gedi,Byzantine,0,45,1,yes,,Linen,none,4.5,none,,Fragment;Textile;,,`En Gedi,Byzantine
